date,vaccine_name,batch_id,manufacturer,location,demand,supply,stock
2024-11-23,Pfizer,PFI-327,Pfizer India,Delhi,158,180,140
2024-11-24,Pfizer,PFI-328,Pfizer India,Maharashtra,152,142,115
2024-11-25,Pfizer,PFI-329,Pfizer India,Kerala,203,231,230
2024-11-26,Pfizer,PFI-330,Pfizer India,Tamil Nadu,225,246,229
2024-11-27,Pfizer,PFI-331,Pfizer India,Maharashtra,225,238,199
2024-11-28,Pfizer,PFI-332,Pfizer India,Tamil Nadu,227,242,211
2024-11-29,Pfizer,PFI-333,Pfizer India,Tamil Nadu,213,196,170
2024-11-30,Pfizer,PFI-334,Pfizer India,Delhi,226,206,196
2024-12-01,Pfizer,PFI-335,Pfizer India,Maharashtra,224,252,217
2024-12-02,Pfizer,PFI-336,Pfizer India,Maharashtra,240,239,220
2024-12-03,Pfizer,PFI-337,Pfizer India,Tamil Nadu,266,257,249
2024-12-04,Pfizer,PFI-338,Pfizer India,Tamil Nadu,246,262,252
2024-12-05,Pfizer,PFI-339,Pfizer India,Maharashtra,256,286,254
2024-12-06,Pfizer,PFI-340,Pfizer India,Tamil Nadu,214,204,181
2024-12-07,Pfizer,PFI-341,Pfizer India,Tamil Nadu,202,197,174
2024-12-08,Pfizer,PFI-342,Pfizer India,Maharashtra,211,202,184
2024-12-09,Pfizer,PFI-343,Pfizer India,Tamil Nadu,226,243,211
2024-12-10,Pfizer,PFI-344,Pfizer India,Karnataka,237,257,220
2024-12-11,Pfizer,PFI-345,Pfizer India,Kerala,223,240,208
2024-12-12,Pfizer,PFI-346,Pfizer India,Maharashtra,213,208,162
2024-12-13,Pfizer,PFI-347,Pfizer India,Kerala,179,195,154
2024-12-14,Pfizer,PFI-348,Pfizer India,Delhi,157,144,113
2024-12-15,Pfizer,PFI-349,Pfizer India,Delhi,179,192,157
2024-12-16,Pfizer,PFI-350,Pfizer India,Delhi,156,164,145
2024-12-17,Pfizer,PFI-351,Pfizer India,Delhi,192,192,165
2024-12-18,Pfizer,PFI-352,Pfizer India,Maharashtra,201,223,198
2024-12-19,Pfizer,PFI-353,Pfizer India,Delhi,185,170,141
2024-12-20,Pfizer,PFI-354,Pfizer India,Maharashtra,173,200,169
2024-12-21,Pfizer,PFI-355,Pfizer India,Maharashtra,187,208,158
2024-12-22,Pfizer,PFI-356,Pfizer India,Tamil Nadu,184,176,139
2024-12-23,Pfizer,PFI-357,Pfizer India,Karnataka,197,226,192
2024-12-24,Pfizer,PFI-358,Pfizer India,Kerala,207,217,179
2024-12-25,Pfizer,PFI-359,Pfizer India,Delhi,216,237,216
2024-12-26,Pfizer,PFI-360,Pfizer India,Delhi,202,211,208
2024-12-27,Pfizer,PFI-361,Pfizer India,Delhi,206,193,145
2024-12-28,Pfizer,PFI-362,Pfizer India,Tamil Nadu,200,209,183
2024-12-29,Pfizer,PFI-363,Pfizer India,Kerala,224,254,219
2024-12-30,Pfizer,PFI-364,Pfizer India,Delhi,219,215,190
2024-01-01,Moderna,MOD-000,Moderna India,Delhi,183,185,136
2024-01-02,Moderna,MOD-001,Moderna India,Tamil Nadu,224,250,223
2024-01-03,Moderna,MOD-002,Moderna India,Kerala,225,231,231
2024-01-04,Moderna,MOD-003,Moderna India,Maharashtra,217,199,176
2024-01-05,Moderna,MOD-004,Moderna India,Karnataka,215,199,159
2024-01-06,Moderna,MOD-005,Moderna India,Maharashtra,201,198,195
2024-01-07,Moderna,MOD-006,Moderna India,Maharashtra,205,195,160
2024-01-08,Moderna,MOD-007,Moderna India,Karnataka,220,219,212
2024-01-09,Moderna,MOD-008,Moderna India,Kerala,248,235,189
2024-01-10,Moderna,MOD-009,Moderna India,Kerala,259,257,220
2024-01-11,Moderna,MOD-010,Moderna India,Delhi,222,242,213
2024-01-12,Moderna,MOD-011,Moderna India,Maharashtra,230,239,224
2024-01-13,Moderna,MOD-012,Moderna India,Kerala,188,193,160
2024-01-14,Moderna,MOD-013,Moderna India,Delhi,201,215,180
2024-01-15,Moderna,MOD-014,Moderna India,Tamil Nadu,206,213,176
2024-01-16,Moderna,MOD-015,Moderna India,Tamil Nadu,212,222,175
2024-01-17,Moderna,MOD-016,Moderna India,Delhi,230,238,197
2024-01-18,Moderna,MOD-017,Moderna India,Kerala,194,222,191
2024-01-19,Moderna,MOD-018,Moderna India,Tamil Nadu,169,155,136
2024-01-20,Moderna,MOD-019,Moderna India,Karnataka,171,188,162
2024-01-21,Moderna,MOD-020,Moderna India,Delhi,167,178,166
2024-01-22,Moderna,MOD-021,Moderna India,Maharashtra,171,193,175
2024-01-23,Moderna,MOD-022,Moderna India,Kerala,186,214,208
2024-01-24,Moderna,MOD-023,Moderna India,Tamil Nadu,200,202,197
2024-01-25,Moderna,MOD-024,Moderna India,Tamil Nadu,176,176,174
2024-01-26,Moderna,MOD-025,Moderna India,Maharashtra,158,149,148
2024-01-27,Moderna,MOD-026,Moderna India,Kerala,156,162,118
2024-01-28,Moderna,MOD-027,Moderna India,Tamil Nadu,176,197,185
2024-01-29,Moderna,MOD-028,Moderna India,Maharashtra,177,163,118
2024-01-30,Moderna,MOD-029,Moderna India,Maharashtra,210,211,179
2024-01-31,Moderna,MOD-030,Moderna India,Maharashtra,214,234,209
2024-02-01,Moderna,MOD-031,Moderna India,Karnataka,221,207,160
2024-02-02,Moderna,MOD-032,Moderna India,Karnataka,178,205,192
2024-02-03,Moderna,MOD-033,Moderna India,Maharashtra,195,224,194
2024-02-04,Moderna,MOD-034,Moderna India,Maharashtra,214,232,200
2024-02-05,Moderna,MOD-035,Moderna India,Karnataka,231,221,220
2024-02-06,Moderna,MOD-036,Moderna India,Delhi,235,246,236
2024-02-07,Moderna,MOD-037,Moderna India,Delhi,261,261,256
2024-02-08,Moderna,MOD-038,Moderna India,Tamil Nadu,246,241,209
2024-02-09,Moderna,MOD-039,Moderna India,Maharashtra,225,241,222
2024-02-10,Moderna,MOD-040,Moderna India,Tamil Nadu,204,194,163
2024-02-11,Moderna,MOD-041,Moderna India,Tamil Nadu,204,203,201
2024-02-12,Moderna,MOD-042,Moderna India,Kerala,230,249,219
2024-02-13,Moderna,MOD-043,Moderna India,Maharashtra,238,246,199
2024-02-14,Moderna,MOD-044,Moderna India,Delhi,220,206,206
2024-02-15,Moderna,MOD-045,Moderna India,Kerala,207,234,187
2024-02-16,Moderna,MOD-046,Moderna India,Maharashtra,170,170,130
2024-02-17,Moderna,MOD-047,Moderna India,Delhi,150,146,143
2024-02-18,Moderna,MOD-048,Moderna India,Kerala,167,167,129
2024-02-19,Moderna,MOD-049,Moderna India,Tamil Nadu,173,195,191
2024-02-20,Moderna,MOD-050,Moderna India,Kerala,209,196,161
2024-02-21,Moderna,MOD-051,Moderna India,Tamil Nadu,183,168,167
2024-02-22,Moderna,MOD-052,Moderna India,Karnataka,183,176,139
2024-02-23,Moderna,MOD-053,Moderna India,Tamil Nadu,172,198,190
2024-02-24,Moderna,MOD-054,Moderna India,Kerala,143,166,144
2024-02-25,Moderna,MOD-055,Moderna India,Delhi,155,177,148
2024-02-26,Moderna,MOD-056,Moderna India,Kerala,177,193,175
2024-02-27,Moderna,MOD-057,Moderna India,Maharashtra,197,225,219
2024-02-28,Moderna,MOD-058,Moderna India,Delhi,216,210,209
2024-02-29,Moderna,MOD-059,Moderna India,Delhi,202,182,139
2024-03-01,Moderna,MOD-060,Moderna India,Tamil Nadu,202,198,176
2024-03-02,Moderna,MOD-061,Moderna India,Kerala,210,198,189
2024-03-03,Moderna,MOD-062,Moderna India,Karnataka,200,207,197
2024-03-04,Moderna,MOD-063,Moderna India,Karnataka,227,246,199
2024-03-05,Moderna,MOD-064,Moderna India,Tamil Nadu,244,253,247
2024-03-06,Moderna,MOD-065,Moderna India,Tamil Nadu,238,239,213
2024-03-07,Moderna,MOD-066,Moderna India,Karnataka,235,248,214
2024-03-08,Moderna,MOD-067,Moderna India,Maharashtra,212,207,158
2024-03-09,Moderna,MOD-068,Moderna India,Karnataka,217,206,190
2024-03-10,Moderna,MOD-069,Moderna India,Maharashtra,215,197,176
2024-03-11,Moderna,MOD-070,Moderna India,Kerala,216,232,191
2024-03-12,Moderna,MOD-071,Moderna India,Delhi,240,249,240
2024-03-13,Moderna,MOD-072,Moderna India,Tamil Nadu,242,255,210
2024-03-14,Moderna,MOD-073,Moderna India,Tamil Nadu,214,241,228
2024-03-15,Moderna,MOD-074,Moderna India,Karnataka,193,201,188
2024-03-16,Moderna,MOD-075,Moderna India,Karnataka,184,176,131
2024-03-17,Moderna,MOD-076,Moderna India,Maharashtra,181,182,145
2024-03-18,Moderna,MOD-077,Moderna India,Maharashtra,179,186,143
2024-03-19,Moderna,MOD-078,Moderna India,Karnataka,206,234,223
2024-03-20,Moderna,MOD-079,Moderna India,Kerala,197,182,134
2024-03-21,Moderna,MOD-080,Moderna India,Kerala,186,208,172
2024-03-22,Moderna,MOD-081,Moderna India,Tamil Nadu,171,164,163
2024-03-23,Moderna,MOD-082,Moderna India,Delhi,156,174,128
2024-03-24,Moderna,MOD-083,Moderna India,Karnataka,159,178,137
2024-03-25,Moderna,MOD-084,Moderna India,Delhi,179,174,153
2024-03-26,Moderna,MOD-085,Moderna India,Delhi,194,205,191
2024-03-27,Moderna,MOD-086,Moderna India,Tamil Nadu,200,224,219
2024-03-28,Moderna,MOD-087,Moderna India,Delhi,213,204,185
2024-03-29,Moderna,MOD-088,Moderna India,Tamil Nadu,170,155,146
2024-03-30,Moderna,MOD-089,Moderna India,Tamil Nadu,198,210,199
2024-03-31,Moderna,MOD-090,Moderna India,Tamil Nadu,193,185,179
2024-04-01,Moderna,MOD-091,Moderna India,Tamil Nadu,234,221,180
2024-04-02,Moderna,MOD-092,Moderna India,Tamil Nadu,213,239,223
2024-04-03,Moderna,MOD-093,Moderna India,Tamil Nadu,247,267,235
2024-04-04,Moderna,MOD-094,Moderna India,Maharashtra,241,237,223
2024-04-05,Moderna,MOD-095,Moderna India,Tamil Nadu,235,262,224
2024-04-06,Moderna,MOD-096,Moderna India,Kerala,215,244,226
2024-04-07,Moderna,MOD-097,Moderna India,Maharashtra,221,211,206
2024-04-08,Moderna,MOD-098,Moderna India,Tamil Nadu,258,283,273
2024-04-09,Moderna,MOD-099,Moderna India,Delhi,240,228,187
2024-04-10,Moderna,MOD-100,Moderna India,Kerala,275,260,210
2024-04-11,Moderna,MOD-101,Moderna India,Kerala,224,220,183
2024-04-12,Moderna,MOD-102,Moderna India,Maharashtra,208,207,168
2024-04-13,Moderna,MOD-103,Moderna India,Karnataka,202,230,203
2024-04-14,Moderna,MOD-104,Moderna India,Maharashtra,190,207,195
2024-04-15,Moderna,MOD-105,Moderna India,Maharashtra,190,194,155
2024-04-16,Moderna,MOD-106,Moderna India,Delhi,218,248,238
2024-04-17,Moderna,MOD-107,Moderna India,Karnataka,224,212,204
2024-04-18,Moderna,MOD-108,Moderna India,Maharashtra,203,198,178
2024-04-19,Moderna,MOD-109,Moderna India,Delhi,192,207,166
2024-04-20,Moderna,MOD-110,Moderna India,Maharashtra,164,186,157
2024-04-21,Moderna,MOD-111,Moderna India,Kerala,185,214,191
2024-04-22,Moderna,MOD-112,Moderna India,Delhi,181,180,160
2024-04-23,Moderna,MOD-113,Moderna India,Tamil Nadu,193,221,182
2024-04-24,Moderna,MOD-114,Moderna India,Maharashtra,205,204,203
2024-04-25,Moderna,MOD-115,Moderna India,Karnataka,190,218,202
2024-04-26,Moderna,MOD-116,Moderna India,Delhi,160,175,167
2024-04-27,Moderna,MOD-117,Moderna India,Kerala,185,213,169
2024-04-28,Moderna,MOD-118,Moderna India,Maharashtra,188,215,169
2024-04-29,Moderna,MOD-119,Moderna India,Kerala,199,208,188
2024-04-30,Moderna,MOD-120,Moderna India,Maharashtra,209,189,152
2024-05-01,Moderna,MOD-121,Moderna India,Maharashtra,214,230,216
2024-05-02,Moderna,MOD-122,Moderna India,Kerala,240,228,186
2024-05-03,Moderna,MOD-123,Moderna India,Maharashtra,200,188,185
2024-05-04,Moderna,MOD-124,Moderna India,Karnataka,230,225,177
2024-05-05,Moderna,MOD-125,Moderna India,Delhi,218,214,210
2024-05-06,Moderna,MOD-126,Moderna India,Kerala,261,290,250
2024-05-07,Moderna,MOD-127,Moderna India,Delhi,270,285,246
2024-05-08,Moderna,MOD-128,Moderna India,Maharashtra,255,239,215
2024-05-09,Moderna,MOD-129,Moderna India,Tamil Nadu,245,249,249
2024-05-10,Moderna,MOD-130,Moderna India,Delhi,211,240,207
2024-05-11,Moderna,MOD-131,Moderna India,Karnataka,214,236,235
2024-05-12,Moderna,MOD-132,Moderna India,Kerala,224,234,185
2024-05-13,Moderna,MOD-133,Moderna India,Karnataka,224,220,172
2024-05-14,Moderna,MOD-134,Moderna India,Maharashtra,223,208,159
2024-05-15,Moderna,MOD-135,Moderna India,Kerala,229,253,207
2024-05-16,Moderna,MOD-136,Moderna India,Delhi,202,204,174
2024-05-17,Moderna,MOD-137,Moderna India,Delhi,199,227,210
2024-05-18,Moderna,MOD-138,Moderna India,Delhi,151,177,131
2024-05-19,Moderna,MOD-139,Moderna India,Tamil Nadu,193,218,210
2024-05-20,Moderna,MOD-140,Moderna India,Karnataka,195,222,183
2024-05-21,Moderna,MOD-141,Moderna India,Kerala,207,201,183
2024-05-22,Moderna,MOD-142,Moderna India,Delhi,194,195,161
2024-05-23,Moderna,MOD-143,Moderna India,Delhi,185,201,159
2024-05-24,Moderna,MOD-144,Moderna India,Kerala,176,184,152
2024-05-25,Moderna,MOD-145,Moderna India,Tamil Nadu,196,187,166
2024-05-26,Moderna,MOD-146,Moderna India,Tamil Nadu,168,177,143
2024-05-27,Moderna,MOD-147,Moderna India,Delhi,204,196,147
2024-05-28,Moderna,MOD-148,Moderna India,Maharashtra,215,204,189
2024-05-29,Moderna,MOD-149,Moderna India,Karnataka,226,216,202
2024-05-30,Moderna,MOD-150,Moderna India,Kerala,219,213,181
2024-05-31,Moderna,MOD-151,Moderna India,Tamil Nadu,226,246,241
2024-06-01,Moderna,MOD-152,Moderna India,Maharashtra,218,217,182
2024-06-02,Moderna,MOD-153,Moderna India,Karnataka,222,242,216
2024-06-03,Moderna,MOD-154,Moderna India,Maharashtra,245,262,246
2024-06-04,Moderna,MOD-155,Moderna India,Tamil Nadu,263,267,224
2024-06-05,Moderna,MOD-156,Moderna India,Delhi,271,251,215
2024-06-06,Moderna,MOD-157,Moderna India,Kerala,252,282,271
2024-06-07,Moderna,MOD-158,Moderna India,Karnataka,249,237,230
2024-06-08,Moderna,MOD-159,Moderna India,Karnataka,211,202,158
2024-06-09,Moderna,MOD-160,Moderna India,Kerala,207,235,228
2024-06-10,Moderna,MOD-161,Moderna India,Kerala,240,251,244
2024-06-11,Moderna,MOD-162,Moderna India,Kerala,257,253,250
2024-06-12,Moderna,MOD-163,Moderna India,Kerala,225,229,209
2024-06-13,Moderna,MOD-164,Moderna India,Kerala,229,219,206
2024-06-14,Moderna,MOD-165,Moderna India,Maharashtra,208,230,195
2024-06-15,Moderna,MOD-166,Moderna India,Maharashtra,192,173,166
2024-06-16,Moderna,MOD-167,Moderna India,Tamil Nadu,196,209,194
2024-06-17,Moderna,MOD-168,Moderna India,Tamil Nadu,189,186,147
2024-06-18,Moderna,MOD-169,Moderna India,Kerala,211,219,209
2024-06-19,Moderna,MOD-170,Moderna India,Delhi,212,200,175
2024-06-20,Moderna,MOD-171,Moderna India,Maharashtra,192,189,178
2024-06-21,Moderna,MOD-172,Moderna India,Kerala,155,140,113
2024-06-22,Moderna,MOD-173,Moderna India,Kerala,160,151,110
2024-06-23,Moderna,MOD-174,Moderna India,Delhi,161,166,156
2024-06-24,Moderna,MOD-175,Moderna India,Delhi,192,210,181
2024-06-25,Moderna,MOD-176,Moderna India,Delhi,213,195,177
2024-06-26,Moderna,MOD-177,Moderna India,Maharashtra,214,227,177
2024-06-27,Moderna,MOD-178,Moderna India,Delhi,190,190,169
2024-06-28,Moderna,MOD-179,Moderna India,Maharashtra,215,239,217
2024-06-29,Moderna,MOD-180,Moderna India,Delhi,198,212,202
2024-06-30,Moderna,MOD-181,Moderna India,Tamil Nadu,224,226,223
2024-07-01,Moderna,MOD-182,Moderna India,Delhi,222,231,210
2024-07-02,Moderna,MOD-183,Moderna India,Delhi,260,247,211
2024-07-03,Moderna,MOD-184,Moderna India,Maharashtra,251,273,251
2024-07-04,Moderna,MOD-185,Moderna India,Karnataka,265,250,236
2024-07-05,Moderna,MOD-186,Moderna India,Tamil Nadu,249,230,208
2024-07-06,Moderna,MOD-187,Moderna India,Tamil Nadu,228,258,232
2024-07-07,Moderna,MOD-188,Moderna India,Tamil Nadu,229,231,189
2024-07-08,Moderna,MOD-189,Moderna India,Kerala,254,279,277
2024-07-09,Moderna,MOD-190,Moderna India,Karnataka,259,252,223
2024-07-10,Moderna,MOD-191,Moderna India,Maharashtra,267,253,210
2024-07-11,Moderna,MOD-192,Moderna India,Maharashtra,247,245,229
2024-07-12,Moderna,MOD-193,Moderna India,Delhi,225,207,163
2024-07-13,Moderna,MOD-194,Moderna India,Kerala,195,221,213
2024-07-14,Moderna,MOD-195,Moderna India,Karnataka,198,221,188
2024-07-15,Moderna,MOD-196,Moderna India,Tamil Nadu,221,251,224
2024-07-16,Moderna,MOD-197,Moderna India,Kerala,233,259,237
2024-07-17,Moderna,MOD-198,Moderna India,Kerala,233,252,213
2024-07-18,Moderna,MOD-199,Moderna India,Tamil Nadu,225,234,209
2024-07-19,Moderna,MOD-200,Moderna India,Kerala,185,176,173
2024-07-20,Moderna,MOD-201,Moderna India,Delhi,156,159,139
2024-07-21,Moderna,MOD-202,Moderna India,Kerala,180,198,184
2024-07-22,Moderna,MOD-203,Moderna India,Tamil Nadu,187,168,130
2024-07-23,Moderna,MOD-204,Moderna India,Delhi,209,210,170
2024-07-24,Moderna,MOD-205,Moderna India,Delhi,215,232,226
2024-07-25,Moderna,MOD-206,Moderna India,Karnataka,191,212,180
2024-07-26,Moderna,MOD-207,Moderna India,Delhi,203,205,163
2024-07-27,Moderna,MOD-208,Moderna India,Karnataka,200,194,158
2024-07-28,Moderna,MOD-209,Moderna India,Karnataka,190,180,167
2024-07-29,Moderna,MOD-210,Moderna India,Kerala,235,245,216
2024-07-30,Moderna,MOD-211,Moderna India,Tamil Nadu,229,236,223
2024-07-31,Moderna,MOD-212,Moderna India,Maharashtra,265,245,245
2024-08-01,Moderna,MOD-213,Moderna India,Delhi,248,267,235
2024-08-02,Moderna,MOD-214,Moderna India,Kerala,244,250,220
2024-08-03,Moderna,MOD-215,Moderna India,Maharashtra,224,245,242
2024-08-04,Moderna,MOD-216,Moderna India,Tamil Nadu,238,240,240
2024-08-05,Moderna,MOD-217,Moderna India,Karnataka,270,267,267
2024-08-06,Moderna,MOD-218,Moderna India,Maharashtra,249,267,246
2024-08-07,Moderna,MOD-219,Moderna India,Tamil Nadu,270,267,263
2024-08-08,Moderna,MOD-220,Moderna India,Karnataka,251,266,251
2024-08-09,Moderna,MOD-221,Moderna India,Tamil Nadu,236,255,231
2024-08-10,Moderna,MOD-222,Moderna India,Maharashtra,216,220,196
2024-08-11,Moderna,MOD-223,Moderna India,Delhi,230,215,196
2024-08-12,Moderna,MOD-224,Moderna India,Kerala,219,227,190
2024-08-13,Moderna,MOD-225,Moderna India,Maharashtra,205,213,165
2024-08-14,Moderna,MOD-226,Moderna India,Tamil Nadu,225,252,251
2024-08-15,Moderna,MOD-227,Moderna India,Kerala,236,224,180
2024-08-16,Moderna,MOD-228,Moderna India,Karnataka,184,177,154
2024-08-17,Moderna,MOD-229,Moderna India,Karnataka,180,160,121
2024-08-18,Moderna,MOD-230,Moderna India,Tamil Nadu,176,179,140
2024-08-19,Moderna,MOD-231,Moderna India,Tamil Nadu,190,203,176
2024-08-20,Moderna,MOD-232,Moderna India,Kerala,211,230,190
2024-08-21,Moderna,MOD-233,Moderna India,Karnataka,228,252,244
2024-08-22,Moderna,MOD-234,Moderna India,Maharashtra,196,197,168
2024-08-23,Moderna,MOD-235,Moderna India,Kerala,201,207,164
2024-08-24,Moderna,MOD-236,Moderna India,Kerala,175,203,162
2024-08-25,Moderna,MOD-237,Moderna India,Tamil Nadu,184,204,175
2024-08-26,Moderna,MOD-238,Moderna India,Kerala,206,213,182
2024-08-27,Moderna,MOD-239,Moderna India,Delhi,236,244,219
2024-08-28,Moderna,MOD-240,Moderna India,Kerala,230,223,190
2024-08-29,Moderna,MOD-241,Moderna India,Kerala,228,247,219
2024-08-30,Moderna,MOD-242,Moderna India,Delhi,236,253,233
2024-08-31,Moderna,MOD-243,Moderna India,Kerala,238,244,222
2024-09-01,Moderna,MOD-244,Moderna India,Kerala,229,239,209
2024-09-02,Moderna,MOD-245,Moderna India,Delhi,260,275,244
2024-09-03,Moderna,MOD-246,Moderna India,Kerala,280,280,256
2024-09-04,Moderna,MOD-247,Moderna India,Karnataka,271,267,250
2024-09-05,Moderna,MOD-248,Moderna India,Tamil Nadu,253,233,199
2024-09-06,Moderna,MOD-249,Moderna India,Delhi,245,261,222
2024-09-07,Moderna,MOD-250,Moderna India,Kerala,230,246,212
2024-09-08,Moderna,MOD-251,Moderna India,Kerala,251,278,237
2024-09-09,Moderna,MOD-252,Moderna India,Maharashtra,224,224,220
2024-09-10,Moderna,MOD-253,Moderna India,Maharashtra,235,260,219
2024-09-11,Moderna,MOD-254,Moderna India,Delhi,255,255,220
2024-09-12,Moderna,MOD-255,Moderna India,Delhi,236,224,195
2024-09-13,Moderna,MOD-256,Moderna India,Karnataka,210,223,205
2024-09-14,Moderna,MOD-257,Moderna India,Maharashtra,206,214,198
2024-09-15,Moderna,MOD-258,Moderna India,Maharashtra,187,189,147
2024-09-16,Moderna,MOD-259,Moderna India,Tamil Nadu,191,210,175
2024-09-17,Moderna,MOD-260,Moderna India,Delhi,209,208,187
2024-09-18,Moderna,MOD-261,Moderna India,Maharashtra,214,217,211
2024-09-19,Moderna,MOD-262,Moderna India,Delhi,207,226,209
2024-09-20,Moderna,MOD-263,Moderna India,Delhi,195,202,196
2024-09-21,Moderna,MOD-264,Moderna India,Tamil Nadu,168,176,173
2024-09-22,Moderna,MOD-265,Moderna India,Tamil Nadu,182,198,190
2024-09-23,Moderna,MOD-266,Moderna India,Karnataka,201,203,175
2024-09-24,Moderna,MOD-267,Moderna India,Tamil Nadu,233,236,216
2024-09-25,Moderna,MOD-268,Moderna India,Tamil Nadu,255,236,227
2024-09-26,Moderna,MOD-269,Moderna India,Tamil Nadu,247,262,221
2024-09-27,Moderna,MOD-270,Moderna India,Karnataka,207,209,165
2024-09-28,Moderna,MOD-271,Moderna India,Delhi,229,245,240
2024-09-29,Moderna,MOD-272,Moderna India,Tamil Nadu,215,238,226
2024-09-30,Moderna,MOD-273,Moderna India,Maharashtra,223,213,187
2024-10-01,Moderna,MOD-274,Moderna India,Karnataka,276,274,270
2024-10-02,Moderna,MOD-275,Moderna India,Kerala,276,282,235
2024-10-03,Moderna,MOD-276,Moderna India,Karnataka,260,284,254
2024-10-04,Moderna,MOD-277,Moderna India,Tamil Nadu,258,241,213
2024-10-05,Moderna,MOD-278,Moderna India,Karnataka,237,220,191
2024-10-06,Moderna,MOD-279,Moderna India,Kerala,259,245,241
2024-10-07,Moderna,MOD-280,Moderna India,Karnataka,245,272,238
2024-10-08,Moderna,MOD-281,Moderna India,Kerala,264,266,234
2024-10-09,Moderna,MOD-282,Moderna India,Tamil Nadu,262,268,265
2024-10-10,Moderna,MOD-283,Moderna India,Maharashtra,257,258,208
2024-10-11,Moderna,MOD-284,Moderna India,Delhi,221,238,188
2024-10-12,Moderna,MOD-285,Moderna India,Maharashtra,227,240,219
2024-10-13,Moderna,MOD-286,Moderna India,Maharashtra,212,237,232
2024-10-14,Moderna,MOD-287,Moderna India,Karnataka,228,249,241
2024-10-15,Moderna,MOD-288,Moderna India,Kerala,232,238,203
2024-10-16,Moderna,MOD-289,Moderna India,Maharashtra,212,209,189
2024-10-17,Moderna,MOD-290,Moderna India,Tamil Nadu,202,221,208
2024-10-18,Moderna,MOD-291,Moderna India,Karnataka,192,212,176
2024-10-19,Moderna,MOD-292,Moderna India,Delhi,185,208,198
2024-10-20,Moderna,MOD-293,Moderna India,Karnataka,188,187,137
2024-10-21,Moderna,MOD-294,Moderna India,Delhi,198,191,160
2024-10-22,Moderna,MOD-295,Moderna India,Kerala,229,244,237
2024-10-23,Moderna,MOD-296,Moderna India,Tamil Nadu,237,250,207
2024-10-24,Moderna,MOD-297,Moderna India,Tamil Nadu,223,229,211
2024-10-25,Moderna,MOD-298,Moderna India,Delhi,199,219,209
2024-10-26,Moderna,MOD-299,Moderna India,Karnataka,219,237,189
2024-10-27,Moderna,MOD-300,Moderna India,Tamil Nadu,207,229,181
2024-10-28,Moderna,MOD-301,Moderna India,Kerala,241,222,181
2024-10-29,Moderna,MOD-302,Moderna India,Maharashtra,245,236,231
2024-10-30,Moderna,MOD-303,Moderna India,Maharashtra,272,266,250
2024-10-31,Moderna,MOD-304,Moderna India,Maharashtra,258,250,230
2024-11-01,Moderna,MOD-305,Moderna India,Karnataka,244,236,216
2024-11-02,Moderna,MOD-306,Moderna India,Delhi,256,248,215
2024-11-03,Moderna,MOD-307,Moderna India,Kerala,246,237,195
2024-11-04,Moderna,MOD-308,Moderna India,Tamil Nadu,243,249,203
2024-11-05,Moderna,MOD-309,Moderna India,Maharashtra,288,317,277
2024-11-06,Moderna,MOD-310,Moderna India,Maharashtra,275,282,265
2024-11-07,Moderna,MOD-311,Moderna India,Karnataka,269,280,267
2024-11-08,Moderna,MOD-312,Moderna India,Karnataka,236,259,236
2024-11-09,Moderna,MOD-313,Moderna India,Tamil Nadu,243,259,254
2024-11-10,Moderna,MOD-314,Moderna India,Tamil Nadu,209,228,218
2024-11-11,Moderna,MOD-315,Moderna India,Delhi,207,197,178
2024-11-12,Moderna,MOD-316,Moderna India,Maharashtra,222,211,175
2024-11-13,Moderna,MOD-317,Moderna India,Delhi,222,241,195
2024-11-14,Moderna,MOD-318,Moderna India,Maharashtra,219,235,191
2024-11-15,Moderna,MOD-319,Moderna India,Delhi,212,219,217
2024-11-16,Moderna,MOD-320,Moderna India,Delhi,182,198,166
2024-11-17,Moderna,MOD-321,Moderna India,Maharashtra,170,198,151
2024-11-18,Moderna,MOD-322,Moderna India,Karnataka,193,184,158
2024-11-19,Moderna,MOD-323,Moderna India,Tamil Nadu,207,221,221
2024-11-20,Moderna,MOD-324,Moderna India,Karnataka,227,253,234
2024-11-21,Moderna,MOD-325,Moderna India,Tamil Nadu,212,238,233
2024-11-22,Moderna,MOD-326,Moderna India,Karnataka,202,199,164
2024-11-23,Moderna,MOD-327,Moderna India,Maharashtra,196,198,167
2024-11-24,Moderna,MOD-328,Moderna India,Tamil Nadu,196,207,158
2024-11-25,Moderna,MOD-329,Moderna India,Tamil Nadu,231,254,209
2024-11-26,Moderna,MOD-330,Moderna India,Karnataka,245,226,216
2024-11-27,Moderna,MOD-331,Moderna India,Maharashtra,265,251,221
2024-11-28,Moderna,MOD-332,Moderna India,Maharashtra,269,295,264
2024-11-29,Moderna,MOD-333,Moderna India,Maharashtra,250,257,245
2024-11-30,Moderna,MOD-334,Moderna India,Delhi,229,250,231
2024-12-01,Moderna,MOD-335,Moderna India,Karnataka,256,245,229
2024-12-02,Moderna,MOD-336,Moderna India,Tamil Nadu,268,270,248
2024-12-03,Moderna,MOD-337,Moderna India,Maharashtra,286,274,272
2024-12-04,Moderna,MOD-338,Moderna India,Karnataka,270,273,236
2024-12-05,Moderna,MOD-339,Moderna India,Karnataka,277,302,274
2024-12-06,Moderna,MOD-340,Moderna India,Kerala,235,232,217
2024-12-07,Moderna,MOD-341,Moderna India,Maharashtra,233,256,219
